Transacao_ID;Cliente_Nome;Cliente_Email;Debito_Credito;Tipo_Transacao;Status;Tipo_Pagamento;Valor_Bruto;Valor_Desconto;Valor_Taxa;Valor_Liquido;Transportadora;Num_Envio;Data_Transacao;Data_Compensacao;Ref_Transacao;Parcelas;Codigo_Usuario;Codigo_Venda;Serial_Leitor;Recebimentos;Recebidos;Valor_Recebido;Valor_Tarifa_Intermediacao;Valor_Taxa_Intermediacao;Valor_Taxa_Parcelamento;Valor_Tarifa_Boleto;Bandeira_Cartao_Credito
47D19C9E-4E64-464C-BA60-2711A00CC5D7;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;43,4500;0,0000;1,0400;42,4100;;;28/10/2018 11:34:41;29/10/2018 00:00:00;;1;236115;32144;68918288;1;1;42,4100;0,0000;1,0400;0,0000;0,0000;;
5DFF2E16-AE8C-44A2-8201-AB167A741FF1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;15,3200;0,0000;0,3700;14,9500;;;28/10/2018 11:28:48;29/10/2018 00:00:00;;1;236115;500812;68918288;1;1;14,9500;0,0000;0,3700;0,0000;0,0000;;
4194E7BE-AB6C-448E-A922-59FA6FF299D1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;7,0500;0,0000;0,1700;6,8800;;;28/10/2018 11:27:01;29/10/2018 00:00:00;;1;236115;946631;68918288;1;1;6,8800;0,0000;0,1700;0,0000;0,0000;;
0F9F3D43-5D1E-400E-928A-D37CB0792529;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;31,7200;0,0000;0,7600;30,9600;;;28/10/2018 11:25:39;29/10/2018 00:00:00;;1;236115;865087;68918288;1;1;30,9600;0,0000;0,7600;0,0000;0,0000;;
9EF67485-7964-4B0F-BD9F-7002ED032677;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;23,1700;0,0000;0,5500;22,6200;;;28/10/2018 11:09:11;29/10/2018 00:00:00;;1;236115;596392;68918288;1;1;22,6200;0,0000;0,5500;0,0000;0,0000;;
667B0A2D-296E-4507-91D8-4F0A9AC99DEA;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;35,0000;0,0000;1,1200;33,8800;;;28/10/2018 11:06:52;27/11/2018 00:00:00;;1;236115;935565;68918288;1;0;0,0000;0,0000;1,1200;0,0000;0,0000;Visa;
C298D4CE-9D8E-483D-BB64-C1EFC7BE2276;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;16,4300;0,0000;0,5200;15,9100;;;28/10/2018 11:00:52;27/11/2018 00:00:00;;1;236115;932609;68918288;1;0;0,0000;0,0000;0,5200;0,0000;0,0000;MasterCard;
858EC683-9370-48C6-BDF4-6D51AE9389E8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;30,0000;0,0000;0,7200;29,2800;;;28/10/2018 10:59:46;29/10/2018 00:00:00;;1;236115;861293;68918288;1;1;29,2800;0,0000;0,7200;0,0000;0,0000;;
53799A69-018D-45FA-AF2B-CC23E5554821;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;55,9200;0,0000;1,3400;54,5800;;;28/10/2018 10:24:08;29/10/2018 00:00:00;;1;236115;500536;68918288;1;1;54,5800;0,0000;1,3400;0,0000;0,0000;;
303DA110-9BC6-4FC6-A22C-A071529692B1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;24,7500;0,0000;0,5900;24,1600;;;28/10/2018 10:18:25;29/10/2018 00:00:00;;1;236115;235139;68918288;1;1;24,1600;0,0000;0,5900;0,0000;0,0000;;
6BC5264C-8ADC-4942-A9D1-DAA606C22940;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;55,4900;0,0000;1,3300;54,1600;;;28/10/2018 09:43:49;29/10/2018 00:00:00;;1;236115;500431;68918288;1;1;54,1600;0,0000;1,3300;0,0000;0,0000;;
F094641B-BA68-4326-9373-0610A50B554F;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;53,1000;0,0000;1,2700;51,8300;;;28/10/2018 09:34:36;29/10/2018 00:00:00;;1;236115;15995;68918288;1;1;51,8300;0,0000;1,2700;0,0000;0,0000;;
703A3D3D-B080-4E40-8D04-C777CA58A6CA;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;11,0600;0,0000;0,3500;10,7100;;;28/10/2018 09:10:04;27/11/2018 00:00:00;;1;236115;179984;68918288;1;0;0,0000;0,0000;0,3500;0,0000;0,0000;Elo;
5D8143F3-FB6A-49E5-8249-65FDD489B60F;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;31,1500;0,0000;0,7400;30,4100;;;28/10/2018 08:50:19;29/10/2018 00:00:00;;1;236115;544140;68918288;1;1;30,4100;0,0000;0,7400;0,0000;0,0000;;
5810C9DA-8CF1-4938-ABD2-9BD79075EACD;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;17,9100;0,0000;0,5700;17,3400;;;28/10/2018 08:45:17;27/11/2018 00:00:00;;1;236115;207788;68918288;1;0;0,0000;0,0000;0,5700;0,0000;0,0000;Visa;
AA9E488D-3552-4B1A-B812-DC4828F72106;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;7,0000;0,0000;0,1700;6,8300;;;28/10/2018 07:55:06;29/10/2018 00:00:00;;1;236115;666970;68918288;1;1;6,8300;0,0000;0,1700;0,0000;0,0000;;
1AB66ED8-FA5B-4E86-8B4F-27E80443AAB2;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;28,5000;0,0000;0,6800;27,8200;;;27/10/2018 19:22:18;28/10/2018 00:00:00;;1;236115;308668;68918288;1;1;27,8200;0,0000;0,6800;0,0000;0,0000;;
DBACCD3E-DCB3-43B5-8584-F7EFC0E5230E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;9,5000;0,0000;0,3000;9,2000;;;27/10/2018 19:21:27;26/11/2018 00:00:00;;1;236115;823096;68918288;1;0;0,0000;0,0000;0,3000;0,0000;0,0000;MasterCard;
83499851-7371-46A8-863D-88231CF5418D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;26,6000;0,0000;0,8500;25,7500;;;27/10/2018 19:16:46;26/11/2018 00:00:00;;1;236115;305885;68918288;1;0;0,0000;0,0000;0,8500;0,0000;0,0000;MasterCard;
88D1888C-43B1-4942-894E-46B17F72EC81;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;15,4500;0,0000;0,3700;15,0800;;;27/10/2018 19:13:32;28/10/2018 00:00:00;;1;236115;162674;68918288;1;1;15,0800;0,0000;0,3700;0,0000;0,0000;;
2CEB39EB-A709-4240-9E46-6E48C6755D4C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;15,0000;0,0000;0,3600;14,6400;;;27/10/2018 19:06:23;28/10/2018 00:00:00;;1;236115;814921;68918288;1;1;14,6400;0,0000;0,3600;0,0000;0,0000;;
171E1846-F6C2-4214-94E9-B00D5438413C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;28,3500;0,0000;0,6800;27,6700;;;27/10/2018 19:00:25;28/10/2018 00:00:00;;1;236115;155109;68918288;1;1;27,6700;0,0000;0,6800;0,0000;0,0000;;
B0D282C2-C812-4B3F-89C0-A23BA87255E1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;16,0000;0,0000;0,3800;15,6200;;;27/10/2018 18:35:54;28/10/2018 00:00:00;;1;236115;461146;68918288;1;1;15,6200;0,0000;0,3800;0,0000;0,0000;;
A5963119-036A-494D-9256-E587045837B9;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;24,4500;0,0000;0,5800;23,8700;;;27/10/2018 17:51:34;28/10/2018 00:00:00;;1;236115;435478;68918288;1;1;23,8700;0,0000;0,5800;0,0000;0,0000;;
8B649EF6-5A03-4F8C-8F37-3C25B4FAB214;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;30,0000;0,0000;0,7200;29,2800;;;27/10/2018 17:44:56;28/10/2018 00:00:00;;1;236115;595223;68918288;1;1;29,2800;0,0000;0,7200;0,0000;0,0000;;
AF32286B-9417-4528-B27A-3A6079FA9148;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;34,2200;0,0000;1,0900;33,1300;;;27/10/2018 17:42:02;26/11/2018 00:00:00;;1;236115;937654;68918288;1;0;0,0000;0,0000;1,0900;0,0000;0,0000;MasterCard;
209014E7-212B-4C59-98FE-3DB3B98E84F6;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;181,7300;0,0000;5,8000;175,9300;;;27/10/2018 17:20:21;26/11/2018 00:00:00;;1;236115;239111;68918288;1;0;0,0000;0,0000;5,8000;0,0000;0,0000;MasterCard;
757DA0DF-221F-4545-8788-04B4BECA5543;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;37,4800;0,0000;1,2000;36,2800;;;27/10/2018 17:01:28;26/11/2018 00:00:00;;1;236115;569911;68918288;1;0;0,0000;0,0000;1,2000;0,0000;0,0000;Visa;
08920E5E-539C-4B9B-90F1-8E5CCEC3650A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;25,4500;0,0000;0,8100;24,6400;;;27/10/2018 16:58:05;26/11/2018 00:00:00;;1;236115;226181;68918288;1;0;0,0000;0,0000;0,8100;0,0000;0,0000;Visa;
7051DF39-9D89-4D83-A063-089FC4A325A2;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;17,5800;0,0000;0,4200;17,1600;;;27/10/2018 16:57:32;28/10/2018 00:00:00;;1;236115;433221;68918288;1;1;17,1600;0,0000;0,4200;0,0000;0,0000;;
C664C553-80B2-4227-BEBC-5F492F11CE11;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;38,6900;0,0000;1,2300;37,4600;;;27/10/2018 16:25:14;26/11/2018 00:00:00;;1;236115;206716;68918288;1;0;0,0000;0,0000;1,2300;0,0000;0,0000;MasterCard;
1C1426D2-3C33-4A31-B7D4-F853C2BFC325;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;10,5000;0,0000;0,2500;10,2500;;;27/10/2018 15:22:41;28/10/2018 00:00:00;;1;236115;852174;68918288;1;1;10,2500;0,0000;0,2500;0,0000;0,0000;;
EF602350-3EB2-4D41-9CFF-636A0963291D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;10,4100;0,0000;0,3300;10,0800;;;27/10/2018 14:53:44;26/11/2018 00:00:00;;1;236115;834800;68918288;1;0;0,0000;0,0000;0,3300;0,0000;0,0000;MasterCard;
420E98A5-0AE6-408B-A91D-9E99F3E105ED;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;8,2000;0,0000;0,2000;8,0000;;;27/10/2018 14:48:28;28/10/2018 00:00:00;;1;236115;579782;68918288;1;1;8,0000;0,0000;0,2000;0,0000;0,0000;;
0EB8EBDB-4FF0-4FD1-A887-3677FAD1BAE5;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;21,8700;0,0000;0,7000;21,1700;;;27/10/2018 14:18:32;26/11/2018 00:00:00;;1;236115;807236;68918288;1;0;0,0000;0,0000;0,7000;0,0000;0,0000;Visa;
1AC7F09E-A6FF-4B22-83F3-D4F44A6689D8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;32,8000;0,0000;0,7800;32,0200;;;27/10/2018 14:02:16;28/10/2018 00:00:00;;1;236115;235730;68918288;1;1;32,0200;0,0000;0,7800;0,0000;0,0000;;
9BCF27C8-6200-4A19-8778-1A12B8E7A057;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;17,2500;0,0000;0,5500;16,7000;;;27/10/2018 13:30:22;26/11/2018 00:00:00;;1;236115;113553;68918288;1;0;0,0000;0,0000;0,5500;0,0000;0,0000;Visa;
76E7D11A-BB2B-47B0-B985-DCDB9A597EFC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;16,0500;0,0000;0,3800;15,6700;;;27/10/2018 13:03:11;28/10/2018 00:00:00;;1;236115;235523;68918288;1;1;15,6700;0,0000;0,3800;0,0000;0,0000;;
AE5B97D6-E823-4752-9583-41DF15AD7AE7;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;17,5300;0,0000;0,4200;17,1100;;;27/10/2018 12:54:49;28/10/2018 00:00:00;;1;236115;740959;68918288;1;1;17,1100;0,0000;0,4200;0,0000;0,0000;;
9D0F5160-554C-4E40-B60C-4FFEEA41892D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;42,1800;0,0000;1,0100;41,1700;;;27/10/2018 12:48:14;28/10/2018 00:00:00;;1;236115;78295;68918288;1;1;41,1700;0,0000;1,0100;0,0000;0,0000;;
73D10DE2-4895-424E-AD03-A2D2C4FE52C8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;10,5000;0,0000;0,3300;10,1700;;;27/10/2018 11:39:16;26/11/2018 00:00:00;;1;236115;334065;68918288;1;0;0,0000;0,0000;0,3300;0,0000;0,0000;MasterCard;
A75898D3-3628-46EA-AF5B-737E6CA6D74D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;53,5000;0,0000;1,7100;51,7900;;;27/10/2018 11:33:34;26/11/2018 00:00:00;;1;236115;318801;68918288;1;0;0,0000;0,0000;1,7100;0,0000;0,0000;MasterCard;
297630DC-F7DC-4F70-8E6A-A2C4F5E39EB0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;31,6100;0,0000;0,7600;30,8500;;;27/10/2018 11:16:13;28/10/2018 00:00:00;;1;236115;334327;68918288;1;1;30,8500;0,0000;0,7600;0,0000;0,0000;;
1DDD90CF-F18E-4D3B-A6E0-0713D1B92926;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;27,5200;0,0000;0,6600;26,8600;;;27/10/2018 11:05:54;28/10/2018 00:00:00;;1;236115;141007;68918288;1;1;26,8600;0,0000;0,6600;0,0000;0,0000;;
B9510EFB-07E8-4113-8693-7C4AFC6FB14C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;32,7500;0,0000;0,7800;31,9700;;;27/10/2018 10:03:08;28/10/2018 00:00:00;;1;236115;923865;68918288;1;1;31,9700;0,0000;0,7800;0,0000;0,0000;;
A3C2E809-EB12-4D68-8447-63C532BA88D0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;33,3500;0,0000;0,8000;32,5500;;;27/10/2018 09:58:02;28/10/2018 00:00:00;;1;236115;88909;68918288;1;1;32,5500;0,0000;0,8000;0,0000;0,0000;;
5947C1BC-48FF-45C3-9974-669024F1F07D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;33,9000;0,0000;0,8100;33,0900;;;27/10/2018 09:54:19;28/10/2018 00:00:00;;1;236115;422962;68918288;1;1;33,0900;0,0000;0,8100;0,0000;0,0000;;
B4C1DDE8-65AA-4195-9AA5-4E8EBDBAB159;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;19,4000;0,0000;0,6200;18,7800;;;27/10/2018 09:52:14;26/11/2018 00:00:00;;1;236115;743065;68918288;1;0;0,0000;0,0000;0,6200;0,0000;0,0000;Visa;
601E2844-6106-4392-9E64-4D31536B888D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;32,1600;0,0000;0,7700;31,3900;;;27/10/2018 09:39:52;28/10/2018 00:00:00;;1;236115;667128;68918288;1;1;31,3900;0,0000;0,7700;0,0000;0,0000;;
6EA3C710-1C16-4562-A136-44E48007A539;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;27,9500;0,0000;0,8900;27,0600;;;26/10/2018 19:41:49;25/11/2018 00:00:00;;1;236115;589560;68918288;1;0;0,0000;0,0000;0,8900;0,0000;0,0000;MasterCard;
D2F86754-A4AB-4CE3-A0A3-D39613672BCF;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;24,9100;0,0000;0,6000;24,3100;;;26/10/2018 19:19:42;27/10/2018 00:00:00;;1;236115;406744;68918288;1;1;24,3100;0,0000;0,6000;0,0000;0,0000;;
7B09A318-CB0D-48C2-AD9F-42924F2B413A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;34,1000;0,0000;0,8100;33,2900;;;26/10/2018 19:18:03;27/10/2018 00:00:00;;1;236115;267733;68918288;1;1;33,2900;0,0000;0,8100;0,0000;0,0000;;
23C7A773-2512-4984-A7D1-FE882A19414A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;22,5500;0,0000;0,5400;22,0100;;;26/10/2018 18:58:55;27/10/2018 00:00:00;;1;236115;3452;68918288;1;1;22,0100;0,0000;0,5400;0,0000;0,0000;;
70F0E5CC-9BD4-4CD7-B21F-BBE566D879BF;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;9,8000;0,0000;0,2300;9,5700;;;26/10/2018 18:55:49;27/10/2018 00:00:00;;1;236115;3439;68918288;1;1;9,5700;0,0000;0,2300;0,0000;0,0000;;
0BD59BED-8304-4EB7-B692-4FEDA7383463;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;34,2200;0,0000;1,0900;33,1300;;;26/10/2018 18:54:20;25/11/2018 00:00:00;;1;236115;897522;68918288;1;0;0,0000;0,0000;1,0900;0,0000;0,0000;Visa;
855BADB2-1FC2-4B23-8C5C-7C815E7EF1B5;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;29,1000;0,0000;0,7000;28,4000;;;26/10/2018 18:45:14;27/10/2018 00:00:00;;1;236115;557982;68918288;1;1;28,4000;0,0000;0,7000;0,0000;0,0000;;
3908AEB2-979A-4055-A848-EEC58A457E00;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;6,0500;0,0000;0,1400;5,9100;;;26/10/2018 18:09:05;27/10/2018 00:00:00;;1;236115;38431;68918288;1;1;5,9100;0,0000;0,1400;0,0000;0,0000;;
AC0D0E79-ED90-4B52-9373-E393AC0528C2;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;30,8000;0,0000;0,7400;30,0600;;;26/10/2018 17:08:22;27/10/2018 00:00:00;;1;236115;580894;68918288;1;1;30,0600;0,0000;0,7400;0,0000;0,0000;;
2DD33CF4-568D-44D7-8405-60FCF37F169C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;52,0500;0,0000;1,2400;50,8100;;;26/10/2018 16:40:26;27/10/2018 00:00:00;;1;236115;145451;68918288;1;1;50,8100;0,0000;1,2400;0,0000;0,0000;;
0125E4BF-FCFE-4A32-8E46-3FCD7C907D07;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;39,4100;0,0000;0,9400;38,4700;;;26/10/2018 16:38:13;27/10/2018 00:00:00;;1;236115;794791;68918288;1;1;38,4700;0,0000;0,9400;0,0000;0,0000;;
F02D27AC-1804-45CA-A8FF-ADD32AA969F9;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;71,9000;0,0000;1,7200;70,1800;;;26/10/2018 16:34:25;27/10/2018 00:00:00;;1;236115;966779;68918288;1;1;70,1800;0,0000;1,7200;0,0000;0,0000;;
C783F9CE-3599-4C18-996A-13F2863CDA3E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;5,0000;0,0000;0,1200;4,8800;;;26/10/2018 15:36:05;27/10/2018 00:00:00;;1;236115;103014;68918288;1;1;4,8800;0,0000;0,1200;0,0000;0,0000;;
5031BD66-320D-4632-A5D7-B19EBF1302BC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;11,5500;0,0000;0,2800;11,2700;;;26/10/2018 15:29:19;27/10/2018 00:00:00;;1;236115;99064;68918288;1;1;11,2700;0,0000;0,2800;0,0000;0,0000;;
EDB1DC9E-6214-480D-BC42-1A01DDF5DE55;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;9,5400;0,0000;0,2300;9,3100;;;26/10/2018 15:23:05;27/10/2018 00:00:00;;1;236115;748735;68918288;1;1;9,3100;0,0000;0,2300;0,0000;0,0000;;
D6912A78-195D-409B-B689-E6E29B44FD4A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;24,8500;0,0000;0,5900;24,2600;;;26/10/2018 15:18:43;27/10/2018 00:00:00;;1;236115;258854;68918288;1;1;24,2600;0,0000;0,5900;0,0000;0,0000;;
E277CD97-69F0-4CFA-90E9-0F2C3CACDA6E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;27,2000;0,0000;0,6500;26,5500;;;26/10/2018 14:28:51;27/10/2018 00:00:00;;1;236115;398697;68918288;1;1;26,5500;0,0000;0,6500;0,0000;0,0000;;
70A759F4-1B1E-4F3D-8BD0-F19A10C17FAF;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;3,0000;0,0000;0,0700;2,9300;;;26/10/2018 12:25:12;27/10/2018 00:00:00;;1;236115;477090;68918288;1;1;2,9300;0,0000;0,0700;0,0000;0,0000;;
121B87F5-8157-4DE1-9AAB-4FF9F54A3BA6;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;10,1500;0,0000;0,2400;9,9100;;;26/10/2018 11:48:21;27/10/2018 00:00:00;;1;236115;947280;68918288;1;1;9,9100;0,0000;0,2400;0,0000;0,0000;;
278B551F-4C38-4C9D-9EE0-7D6FD2A1749B;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;13,3500;0,0000;0,4300;12,9200;;;26/10/2018 11:26:29;25/11/2018 00:00:00;;1;236115;359806;68918288;1;0;0,0000;0,0000;0,4300;0,0000;0,0000;Elo;
D36086D0-5430-4817-BEB7-0E338D78D39F;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;6,9000;0,0000;0,1600;6,7400;;;26/10/2018 10:02:11;27/10/2018 00:00:00;;1;236115;667079;68918288;1;1;6,7400;0,0000;0,1600;0,0000;0,0000;;
DE52E359-35EE-4CCD-9600-C409C4027EF3;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;21,7400;0,0000;0,6900;21,0500;;;26/10/2018 09:41:53;25/11/2018 00:00:00;;1;236115;219338;68918288;1;0;0,0000;0,0000;0,6900;0,0000;0,0000;MasterCard;
5C9D8C7A-DDCF-4409-86E4-37F916A93F55;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;27,0100;0,0000;0,6500;26,3600;;;26/10/2018 09:06:03;27/10/2018 00:00:00;;1;236115;871482;68918288;1;1;26,3600;0,0000;0,6500;0,0000;0,0000;;
29584752-50E8-4A24-B31C-66B0F2691AB3;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;27,5700;0,0000;0,8800;26,6900;;;26/10/2018 09:04:10;25/11/2018 00:00:00;;1;236115;678600;68918288;1;0;0,0000;0,0000;0,8800;0,0000;0,0000;Elo;
FFEB667E-68D6-4558-B32C-78867FA5B3B8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;10,2300;0,0000;0,2400;9,9900;;;25/10/2018 19:27:45;26/10/2018 00:00:00;;1;236115;869793;68918288;1;1;9,9900;0,0000;0,2400;0,0000;0,0000;;
86A1BD72-0A13-41F4-BD99-A4A1F62E3A8E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;16,0800;0,0000;0,3800;15,7000;;;25/10/2018 19:24:00;26/10/2018 00:00:00;;1;236115;699528;68918288;1;1;15,7000;0,0000;0,3800;0,0000;0,0000;;
C63958C3-5CC4-4848-BFB4-39938833EE1D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;19,6400;0,0000;0,4700;19,1700;;;25/10/2018 19:22:04;26/10/2018 00:00:00;;1;236115;585340;68918288;1;1;19,1700;0,0000;0,4700;0,0000;0,0000;;
39951905-E253-4D99-986A-5B1CCF8D2EAC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;63,8400;0,0000;2,0400;61,8000;;;25/10/2018 19:19:37;24/11/2018 00:00:00;;1;236115;178558;68918288;1;0;0,0000;0,0000;2,0400;0,0000;0,0000;MasterCard;
CFA01156-5775-4816-84F2-2CD4B2AF67F0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;13,5000;0,0000;0,4300;13,0700;;;25/10/2018 19:16:53;24/11/2018 00:00:00;;1;236115;30104;68918288;1;0;0,0000;0,0000;0,4300;0,0000;0,0000;Visa;
90B34DEB-732A-4EE7-9A3A-806527BCAFC0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;23,9500;0,0000;0,5700;23,3800;;;25/10/2018 18:53:08;26/10/2018 00:00:00;;1;236115;16247;68918288;1;1;23,3800;0,0000;0,5700;0,0000;0,0000;;
CE11D053-C86B-44E9-ACA3-D52E5DB646FF;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;80,7900;0,0000;1,9300;78,8600;;;25/10/2018 18:50:33;26/10/2018 00:00:00;;1;236115;14762;68918288;1;1;78,8600;0,0000;1,9300;0,0000;0,0000;;
FF0C624D-5FE5-498E-BC68-0D719B94EFAB;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;25,5500;0,0000;0,6100;24,9400;;;25/10/2018 18:23:57;26/10/2018 00:00:00;;1;236115;473744;68918288;1;1;24,9400;0,0000;0,6100;0,0000;0,0000;;
7FE4588E-1174-4D86-A3CF-91B23C19A505;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;82,2900;0,0000;1,9700;80,3200;;;25/10/2018 17:13:48;26/10/2018 00:00:00;;1;236115;235588;68918288;1;1;80,3200;0,0000;1,9700;0,0000;0,0000;;
AB9C2108-39F1-4B85-8003-6AAFC36B6550;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;32,9200;0,0000;0,7900;32,1300;;;25/10/2018 17:03:12;26/10/2018 00:00:00;;1;236115;269787;68918288;1;1;32,1300;0,0000;0,7900;0,0000;0,0000;;
7A757796-E88A-4B5A-BF8B-B4AA72778D7B;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;7,2700;0,0000;0,2300;7,0400;;;25/10/2018 16:05:58;24/11/2018 00:00:00;;1;236115;398541;68918288;1;0;0,0000;0,0000;0,2300;0,0000;0,0000;MasterCard;
F099BE2D-DDA4-4F1A-8730-50802649F153;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;33,5100;0,0000;1,0700;32,4400;;;25/10/2018 16:04:38;24/11/2018 00:00:00;;1;236115;557259;68918288;1;0;0,0000;0,0000;1,0700;0,0000;0,0000;Visa;
2E0FB772-F874-4BC8-B3D6-98B2785B3139;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;18,2000;0,0000;0,4300;17,7700;;;25/10/2018 15:11:24;26/10/2018 00:00:00;;1;236115;375552;68918288;1;1;17,7700;0,0000;0,4300;0,0000;0,0000;;
